Year,Team,Pick,Round,Round Pick,Player
2016.0,Team(Ben's  Basketballs),139.0,12.0,7.0,Michael Thomas
2016.0,Team(Sienna Seagulls ),140.0,12.0,8.0,Tyler Eifert
2016.0,Team(Rigger _),141.0,12.0,9.0,Brock Osweiler
2016.0,Team(L.A. Wheat Thins),142.0,12.0,10.0,Victor Cruz
2016.0,Team(Team Zobel),143.0,12.0,11.0,Dan Bailey
2016.0,Team(Mickey Town),144.0,12.0,12.0,Josh Brown
2016.0,Team(Mickey Town),145.0,13.0,1.0,Devontae Booker
2016.0,Team(Team Zobel),146.0,13.0,2.0,Anquan Boldin
2016.0,Team(L.A. Wheat Thins),147.0,13.0,3.0,Sebastian Janikowski
2016.0,Team(Rigger _),148.0,13.0,4.0,Roberto Aguayo
2016.0,Team(Sienna Seagulls ),149.0,13.0,5.0,Broncos D/ST
2016.0,Team(Ben's  Basketballs),150.0,13.0,6.0,Christine Michael
2016.0,Team(Pinkiest Pinksters),151.0,13.0,7.0,Charles Sims
2016.0,Team(Trinidad Tribal Sharks),152.0,13.0,8.0,Jets D/ST
2016.0,Team(Babanusa Battle Turtles),153.0,13.0,9.0,Cardinals D/ST
2016.0,Team(Tittsburgh Feelers),154.0,13.0,10.0,Rams D/ST
2016.0,Team(Money Ball),155.0,13.0,11.0,Justin Tucker
2016.0,Team(Seattle Mist),156.0,13.0,12.0,
2016.0,Team(Seattle Mist),157.0,14.0,1.0,
2016.0,Team(Money Ball),158.0,14.0,2.0,Marcus Mariota
2016.0,Team(Tittsburgh Feelers),159.0,14.0,3.0,Phillip Dorsett
2016.0,Team(Babanusa Battle Turtles),160.0,14.0,4.0,Jason Witten
2016.0,Team(Trinidad Tribal Sharks),161.0,14.0,5.0,Blair Walsh
2016.0,Team(Pinkiest Pinksters),162.0,14.0,6.0,Martavis Bryant
2016.0,Team(Ben's  Basketballs),163.0,14.0,7.0,Seahawks D/ST
2016.0,Team(Sienna Seagulls ),164.0,14.0,8.0,Zach Ertz
2016.0,Team(Rigger _),165.0,14.0,9.0,
2016.0,Team(L.A. Wheat Thins),166.0,14.0,10.0,Theo Riddick
2016.0,Team(Team Zobel),167.0,14.0,11.0,Josh Doctson
2016.0,Team(Mickey Town),168.0,14.0,12.0,Matthew Stafford
2016.0,Team(Mickey Town),169.0,15.0,1.0,
2016.0,Team(Team Zobel),170.0,15.0,2.0,Tony Romo
2016.0,Team(L.A. Wheat Thins),171.0,15.0,3.0,Ryan Fitzpatrick
2016.0,Team(Rigger _),172.0,15.0,4.0,
2016.0,Team(Sienna Seagulls ),173.0,15.0,5.0,Steven Hauschka
2016.0,Team(Ben's  Basketballs),174.0,15.0,6.0,Graham Gano
2016.0,Team(Pinkiest Pinksters),175.0,15.0,7.0,Spencer Ware
2016.0,Team(Trinidad Tribal Sharks),176.0,15.0,8.0,Jordan Howard
2016.0,Team(Babanusa Battle Turtles),177.0,15.0,9.0,Jared Goff
2016.0,Team(Tittsburgh Feelers),178.0,15.0,10.0,Chandler Catanzaro
2016.0,Team(Money Ball),179.0,15.0,11.0,
2016.0,Team(Seattle Mist),180.0,15.0,12.0,
2017.0,Team(Tittsburgh Feelers),1.0,1.0,1.0,Carlos Hyde
2017.0,Team(Northwest Yeshiva),2.0,1.0,2.0,Demaryius Thomas
2017.0,Team(Money Ball),3.0,1.0,3.0,Le'Veon Bell
2017.0,Team(Mickey Town),4.0,1.0,4.0,Devonta Freeman
2017.0,Team(Rigger _),5.0,1.0,5.0,David Johnson
2017.0,Team(Babanusa Battle Turtles),6.0,1.0,6.0,Jordy Nelson
2017.0,Team(California Golden Bears),7.0,1.0,7.0,Julio Jones
2017.0,Team(Seattle  Sienna),8.0,1.0,8.0,Melvin Gordon
2017.0,Team(Pinkiest Pinksters),9.0,1.0,9.0,Odell Beckham Jr.
2017.0,Team(L.A. Wheat Thins),10.0,1.0,10.0,Jay Ajayi
2017.0,Team(Trinidad Tribal Sharks),11.0,1.0,11.0,LeSean McCoy
2017.0,Team(Hawaii Islanders),12.0,1.0,12.0,A.J. Green
2017.0,Team(Tittsburgh Feelers),13.0,2.0,1.0,DeVante Parker
2017.0,Team(Northwest Yeshiva),14.0,2.0,2.0,Marshawn Lynch
2017.0,Team(Money Ball),15.0,2.0,3.0,Antonio Brown
2017.0,Team(Mickey Town),16.0,2.0,4.0,Brandin Cooks
2017.0,Team(Rigger _),17.0,2.0,5.0,Terrelle Pryor Sr.
2017.0,Team(Babanusa Battle Turtles),18.0,2.0,6.0,Davante Adams
2017.0,Team(California Golden Bears),19.0,2.0,7.0,Michael Thomas
2017.0,Team(Seattle  Sienna),20.0,2.0,8.0,Jordan Howard
2017.0,Team(Pinkiest Pinksters),21.0,2.0,9.0,Lamar Miller
2017.0,Team(L.A. Wheat Thins),22.0,2.0,10.0,Rob Gronkowski
2017.0,Team(Trinidad Tribal Sharks),23.0,2.0,11.0,Mike Evans
2017.0,Team(Hawaii Islanders),24.0,2.0,12.0,DeMarco Murray
2017.0,Team(Tittsburgh Feelers),25.0,3.0,1.0,Adrian Peterson
2017.0,Team(Northwest Yeshiva),26.0,3.0,2.0,Aaron Rodgers
2017.0,Team(Money Ball),27.0,3.0,3.0,Amari Cooper
2017.0,Team(Mickey Town),28.0,3.0,4.0,Ezekiel Elliott
2017.0,Team(Rigger _),29.0,3.0,5.0,Jarvis Landry
2017.0,Team(Babanusa Battle Turtles),30.0,3.0,6.0,Stefon Diggs
2017.0,Team(California Golden Bears),31.0,3.0,7.0,Todd Gurley II
2017.0,Team(Seattle  Sienna),32.0,3.0,8.0,T.Y. Hilton
2017.0,Team(Pinkiest Pinksters),33.0,3.0,9.0,Alshon Jeffery
2017.0,Team(L.A. Wheat Thins),34.0,3.0,10.0,Dez Bryant
2017.0,Team(Trinidad Tribal Sharks),35.0,3.0,11.0,Keenan Allen
2017.0,Team(Hawaii Islanders),36.0,3.0,12.0,Doug Baldwin
2017.0,Team(Tittsburgh Feelers),37.0,4.0,1.0,Derek Carr
2017.0,Team(Northwest Yeshiva),38.0,4.0,2.0,LeGarrette Blount
2017.0,Team(Money Ball),39.0,4.0,3.0,DeAndre Hopkins
2017.0,Team(Mickey Town),40.0,4.0,4.0,Golden Tate
2017.0,Team(Rigger _),41.0,4.0,5.0,Sammy Watkins
2017.0,Team(Babanusa Battle Turtles),42.0,4.0,6.0,Ameer Abdullah
2017.0,Team(California Golden Bears),43.0,4.0,7.0,Derrick Henry
2017.0,Team(Seattle  Sienna),44.0,4.0,8.0,Michael Crabtree
2017.0,Team(Pinkiest Pinksters),45.0,4.0,9.0,Tyreek Hill
2017.0,Team(L.A. Wheat Thins),46.0,4.0,10.0,Tom Brady
2017.0,Team(Trinidad Tribal Sharks),47.0,4.0,11.0,Allen Robinson
2017.0,Team(Hawaii Islanders),48.0,4.0,12.0,Russell Wilson
2017.0,Team(Tittsburgh Feelers),49.0,5.0,1.0,Emmanuel Sanders
2017.0,Team(Northwest Yeshiva),50.0,5.0,2.0,Eric Decker
2017.0,Team(Money Ball),51.0,5.0,3.0,Ben Roethlisberger
2017.0,Team(Mickey Town),52.0,5.0,4.0,Cam Newton
2017.0,Team(Rigger _),53.0,5.0,5.0,Marcus Mariota
2017.0,Team(Babanusa Battle Turtles),54.0,5.0,6.0,Matt Ryan
2017.0,Team(California Golden Bears),55.0,5.0,7.0,Drew Brees
2017.0,Team(Seattle  Sienna),56.0,5.0,8.0,Kirk Cousins
2017.0,Team(Pinkiest Pinksters),57.0,5.0,9.0,Tyrod Taylor
2017.0,Team(L.A. Wheat Thins),58.0,5.0,10.0,Mark Ingram
2017.0,Team(Trinidad Tribal Sharks),59.0,5.0,11.0,Jameis Winston
2017.0,Team(Hawaii Islanders),60.0,5.0,12.0,Frank Gore
2017.0,Team(Hawaii Islanders),61.0,6.0,1.0,Brandon Marshall
2017.0,Team(Trinidad Tribal Sharks),62.0,6.0,2.0,Darren McFadden
2017.0,Team(L.A. Wheat Thins),63.0,6.0,3.0,Larry Fitzgerald
2017.0,Team(Pinkiest Pinksters),64.0,6.0,4.0,C.J. Anderson
2017.0,Team(Seattle  Sienna),65.0,6.0,5.0,Jeremy Maclin
2017.0,Team(California Golden Bears),66.0,6.0,6.0,Ty Montgomery
2017.0,Team(Babanusa Battle Turtles),67.0,6.0,7.0,Tevin Coleman
2017.0,Team(Rigger _),68.0,6.0,8.0,Christian McCaffrey
2017.0,Team(Mickey Town),69.0,6.0,9.0,Terrance West
2017.0,Team(Money Ball),70.0,6.0,10.0,Leonard Fournette
2017.0,Team(Northwest Yeshiva),71.0,6.0,11.0,Devin Funchess
2017.0,Team(Tittsburgh Feelers),72.0,6.0,12.0,Marvin Jones Jr.
2017.0,Team(Tittsburgh Feelers),73.0,7.0,1.0,Kyle Rudolph
2017.0,Team(Northwest Yeshiva),74.0,7.0,2.0,Martellus Bennett
2017.0,Team(Money Ball),75.0,7.0,3.0,Travis Kelce
2017.0,Team(Mickey Town),76.0,7.0,4.0,Kelvin Benjamin
2017.0,Team(Rigger _),77.0,7.0,5.0,Jason Witten
2017.0,Team(Babanusa Battle Turtles),78.0,7.0,6.0,Greg Olsen
2017.0,Team(California Golden Bears),79.0,7.0,7.0,Martavis Bryant
2017.0,Team(Seattle  Sienna),80.0,7.0,8.0,Tyler Eifert
2017.0,Team(Pinkiest Pinksters),81.0,7.0,9.0,Jordan Reed
2017.0,Team(L.A. Wheat Thins),82.0,7.0,10.0,Randall Cobb
2017.0,Team(Trinidad Tribal Sharks),83.0,7.0,11.0,Eric Ebron
2017.0,Team(Hawaii Islanders),84.0,7.0,12.0,Jimmy Graham
2017.0,Team(Hawaii Islanders),85.0,8.0,1.0,Chiefs D/ST
2017.0,Team(Trinidad Tribal Sharks),86.0,8.0,2.0,Vikings D/ST
2017.0,Team(L.A. Wheat Thins),87.0,8.0,3.0,Patriots D/ST
2017.0,Team(Pinkiest Pinksters),88.0,8.0,4.0,Bilal Powell
2017.0,Team(Seattle  Sienna),89.0,8.0,5.0,Texans D/ST
2017.0,Team(California Golden Bears),90.0,8.0,6.0,Delanie Walker
2017.0,Team(Babanusa Battle Turtles),91.0,8.0,7.0,Cardinals D/ST
2017.0,Team(Rigger _),92.0,8.0,8.0,Bengals D/ST
2017.0,Team(Mickey Town),93.0,8.0,9.0,DeSean Jackson
2017.0,Team(Money Ball),94.0,8.0,10.0,Blair Walsh
2017.0,Team(Northwest Yeshiva),95.0,8.0,11.0,Jaguars D/ST
2017.0,Team(Tittsburgh Feelers),96.0,8.0,12.0,Broncos D/ST
2017.0,Team(Tittsburgh Feelers),97.0,9.0,1.0,Isaiah Crowell
2017.0,Team(Northwest Yeshiva),98.0,9.0,2.0,Younghoe Koo
2017.0,Team(Money Ball),99.0,9.0,3.0,Corey Coleman
2017.0,Team(Mickey Town),100.0,9.0,4.0,Zach Ertz
2017.0,Team(Rigger _),101.0,9.0,5.0,Sebastian Janikowski
2017.0,Team(Babanusa Battle Turtles),102.0,9.0,6.0,Stephen Gostkowski
2017.0,Team(California Golden Bears),103.0,9.0,7.0,Panthers D/ST
2017.0,Team(Seattle  Sienna),104.0,9.0,8.0,Matt Bryant
2017.0,Team(Pinkiest Pinksters),105.0,9.0,9.0,Samaje Perine
2017.0,Team(L.A. Wheat Thins),106.0,9.0,10.0,Justin Tucker
2017.0,Team(Trinidad Tribal Sharks),107.0,9.0,11.0,Dan Bailey
2017.0,Team(Hawaii Islanders),108.0,9.0,12.0,Adam Vinatieri
2017.0,Team(Hawaii Islanders),109.0,10.0,1.0,Paul Perkins
2017.0,Team(Trinidad Tribal Sharks),110.0,10.0,2.0,Kenny Britt
2017.0,Team(L.A. Wheat Thins),111.0,10.0,3.0,Thomas Rawls
2017.0,Team(Pinkiest Pinksters),112.0,10.0,4.0,D'Onta Foreman
2017.0,Team(Seattle  Sienna),113.0,10.0,5.0,Kareem Hunt
2017.0,Team(California Golden Bears),114.0,10.0,6.0,Matt Prater
2017.0,Team(Babanusa Battle Turtles),115.0,10.0,7.0,Donte Moncrief
2017.0,Team(Rigger _),116.0,10.0,8.0,Mike Gillislee
2017.0,Team(Mickey Town),117.0,10.0,9.0,Seahawks D/ST
2017.0,Team(Money Ball),118.0,10.0,10.0,Joe Mixon
2017.0,Team(Northwest Yeshiva),119.0,10.0,11.0,Duke Johnson Jr.
2017.0,Team(Tittsburgh Feelers),120.0,10.0,12.0,Adam Thielen
2017.0,Team(Tittsburgh Feelers),121.0,11.0,1.0,Matthew Stafford
2017.0,Team(Northwest Yeshiva),122.0,11.0,2.0,Theo Riddick
2017.0,Team(Money Ball),123.0,11.0,3.0,Pierre Garcon
2017.0,Team(Mickey Town),124.0,11.0,4.0,Mason Crosby
2017.0,Team(Rigger _),125.0,11.0,5.0,Mike Wallace
2017.0,Team(Babanusa Battle Turtles),126.0,11.0,6.0,Darren Sproles
2017.0,Team(California Golden Bears),127.0,11.0,7.0,Corey Davis
2017.0,Team(Seattle  Sienna),128.0,11.0,8.0,Willie Snead
2017.0,Team(Pinkiest Pinksters),129.0,11.0,9.0,Jamaal Williams
2017.0,Team(L.A. Wheat Thins),130.0,11.0,10.0,Jermaine Kearse
2017.0,Team(Trinidad Tribal Sharks),131.0,11.0,11.0,Jordan Matthews
2017.0,Team(Hawaii Islanders),132.0,11.0,12.0,Eddie Lacy
2017.0,Team(Hawaii Islanders),133.0,12.0,1.0,Marqise Lee
2017.0,Team(Trinidad Tribal Sharks),134.0,12.0,2.0,Kendall Wright
2017.0,Team(L.A. Wheat Thins),135.0,12.0,3.0,Robby Anderson
2017.0,Team(Pinkiest Pinksters),136.0,12.0,4.0,Tyrell Williams
2017.0,Team(Seattle  Sienna),137.0,12.0,5.0,Doug Martin
2017.0,Team(California Golden Bears),138.0,12.0,6.0,Dalvin Cook
2017.0,Team(Babanusa Battle Turtles),139.0,12.0,7.0,Tyler Lockett
2017.0,Team(Rigger _),140.0,12.0,8.0,O.J. Howard
2017.0,Team(Mickey Town),141.0,12.0,9.0,Zach Zenner
2017.0,Team(Money Ball),142.0,12.0,10.0,Jonathan Stewart
2017.0,Team(Northwest Yeshiva),143.0,12.0,11.0,Orleans Darkwa
2017.0,Team(Tittsburgh Feelers),144.0,12.0,12.0,Rex Burkhead
2017.0,Team(Tittsburgh Feelers),145.0,13.0,1.0,Chris Thompson
2017.0,Team(Northwest Yeshiva),146.0,13.0,2.0,Giovani Bernard
2017.0,Team(Money Ball),147.0,13.0,3.0,Ted Ginn Jr.
2017.0,Team(Mickey Town),148.0,13.0,4.0,Breshad Perriman
2017.0,Team(Rigger _),149.0,13.0,5.0,Sterling Shepard
2017.0,Team(Babanusa Battle Turtles),150.0,13.0,6.0,Jamaal Charles
2017.0,Team(California Golden Bears),151.0,13.0,7.0,Jamison Crowder
2017.0,Team(Seattle  Sienna),152.0,13.0,8.0,Rob Kelley
2017.0,Team(Pinkiest Pinksters),153.0,13.0,9.0,C.J. Prosise
2017.0,Team(L.A. Wheat Thins),154.0,13.0,10.0,Mohamed Sanu
2017.0,Team(Trinidad Tribal Sharks),155.0,13.0,11.0,Jacquizz Rodgers
2017.0,Team(Hawaii Islanders),156.0,13.0,12.0,Latavius Murray
2017.0,Team(Hawaii Islanders),157.0,14.0,1.0,Dak Prescott
2017.0,Team(Trinidad Tribal Sharks),158.0,14.0,2.0,Matt Breida
2017.0,Team(L.A. Wheat Thins),159.0,14.0,3.0,Cooper Kupp
2017.0,Team(Pinkiest Pinksters),160.0,14.0,4.0,Josh Doctson
2017.0,Team(Seattle  Sienna),161.0,14.0,5.0,Chris Hogan
2017.0,Team(California Golden Bears),162.0,14.0,6.0,Kevin White
2017.0,Team(Babanusa Battle Turtles),163.0,14.0,7.0,Danny Woodhead
2017.0,Team(Rigger _),164.0,14.0,8.0,Carson Wentz
2017.0,Team(Mickey Town),165.0,14.0,9.0,Mike Williams
2017.0,Team(Money Ball),166.0,14.0,10.0,Jeremy Hill
2017.0,Team(Northwest Yeshiva),167.0,14.0,11.0,Austin Hooper
2017.0,Team(Tittsburgh Feelers),168.0,14.0,12.0,Charles Sims
2017.0,Team(Tittsburgh Feelers),169.0,15.0,1.0,
2017.0,Team(Northwest Yeshiva),170.0,15.0,2.0,Laquon Treadwell
2017.0,Team(Money Ball),171.0,15.0,3.0,John Brown
2017.0,Team(Mickey Town),172.0,15.0,4.0,Robert Woods
2017.0,Team(Rigger _),173.0,15.0,5.0,Joe Williams
2017.0,Team(Babanusa Battle Turtles),174.0,15.0,6.0,Julian Edelman
2017.0,Team(California Golden Bears),175.0,15.0,7.0,John Ross
2017.0,Team(Seattle  Sienna),176.0,15.0,8.0,Andrew Luck
2017.0,Team(Pinkiest Pinksters),177.0,15.0,9.0,Cameron Meredith
2017.0,Team(L.A. Wheat Thins),178.0,15.0,10.0,Will Fuller V
2017.0,Team(Trinidad Tribal Sharks),179.0,15.0,11.0,Marlon Mack
2017.0,Team(Hawaii Islanders),180.0,15.0,12.0,Cole Beasley
2018.0,Team(Babanusa Battle Turtles),1.0,1.0,1.0,Leonard Fournette
2018.0,Team(Texas Longhorns),2.0,1.0,2.0,A.J. Green
2018.0,Team(Northwest Yeshiva),3.0,1.0,3.0,Demaryius Thomas
2018.0,Team(Rigger _),4.0,1.0,4.0,David Johnson
2018.0,Team(Tittsburgh Feelers),5.0,1.0,5.0,Alvin Kamara
2018.0,Team(L.A. Wheat Thins),6.0,1.0,6.0,Rob Gronkowski
2018.0,Team(Mickey Town),7.0,1.0,7.0,Ezekiel Elliott
2018.0,Team(Orange Eagles),8.0,1.0,8.0,DeAndre Hopkins
2018.0,Team(The Blue Knights),9.0,1.0,9.0,Julio Jones
2018.0,Team(Money Ball),10.0,1.0,10.0,Le'Veon Bell
2018.0,Team(Pinkiest Pinksters),11.0,1.0,11.0,Odell Beckham Jr.
2018.0,Team(California Golden Bears),12.0,1.0,12.0,Todd Gurley II
2018.0,Team(Babanusa Battle Turtles),13.0,2.0,1.0,Deshaun Watson
2018.0,Team(Texas Longhorns),14.0,2.0,2.0,Derrick Henry
2018.0,Team(Northwest Yeshiva),15.0,2.0,3.0,Aaron Rodgers
2018.0,Team(Rigger _),16.0,2.0,4.0,Christian McCaffrey
2018.0,Team(Tittsburgh Feelers),17.0,2.0,5.0,Carson Wentz
2018.0,Team(L.A. Wheat Thins),18.0,2.0,6.0,Larry Fitzgerald
2018.0,Team(Mickey Town),19.0,2.0,7.0,Devonta Freeman
2018.0,Team(Orange Eagles),20.0,2.0,8.0,Melvin Gordon
2018.0,Team(The Blue Knights),21.0,2.0,9.0,Mike Evans
2018.0,Team(Money Ball),22.0,2.0,10.0,Antonio Brown
2018.0,Team(Pinkiest Pinksters),23.0,2.0,11.0,Tyreek Hill
2018.0,Team(California Golden Bears),24.0,2.0,12.0,Keenan Allen
2018.0,Team(Babanusa Battle Turtles),25.0,3.0,1.0,Jordy Nelson
2018.0,Team(Texas Longhorns),26.0,3.0,2.0,Russell Wilson
2018.0,Team(Northwest Yeshiva),27.0,3.0,3.0,Marshawn Lynch
2018.0,Team(Rigger _),28.0,3.0,4.0,JuJu Smith-Schuster
2018.0,Team(Tittsburgh Feelers),29.0,3.0,5.0,Carlos Hyde
2018.0,Team(L.A. Wheat Thins),30.0,3.0,6.0,Will Fuller V
2018.0,Team(Mickey Town),31.0,3.0,7.0,Brandin Cooks
2018.0,Team(Orange Eagles),32.0,3.0,8.0,Jordan Howard
2018.0,Team(The Blue Knights),33.0,3.0,9.0,LeSean McCoy
2018.0,Team(Money Ball),34.0,3.0,10.0,Davante Adams
2018.0,Team(Pinkiest Pinksters),35.0,3.0,11.0,Alshon Jeffery
2018.0,Team(California Golden Bears),36.0,3.0,12.0,Michael Thomas
2018.0,Team(Babanusa Battle Turtles),37.0,4.0,1.0,Derrius Guice
2018.0,Team(Texas Longhorns),38.0,4.0,2.0,Kerryon Johnson
2018.0,Team(Northwest Yeshiva),39.0,4.0,3.0,Kareem Hunt
2018.0,Team(Rigger _),40.0,4.0,4.0,T.Y. Hilton
2018.0,Team(Tittsburgh Feelers),41.0,4.0,5.0,Adam Thielen
2018.0,Team(L.A. Wheat Thins),42.0,4.0,6.0,Jerick McKinnon
2018.0,Team(Mickey Town),43.0,4.0,7.0,Doug Baldwin
2018.0,Team(Orange Eagles),44.0,4.0,8.0,Stefon Diggs
2018.0,Team(The Blue Knights),45.0,4.0,9.0,Josh Gordon
2018.0,Team(Money Ball),46.0,4.0,10.0,Saquon Barkley
2018.0,Team(Pinkiest Pinksters),47.0,4.0,11.0,D'Onta Foreman
2018.0,Team(California Golden Bears),48.0,4.0,12.0,Corey Davis
2018.0,Team(California Golden Bears),49.0,5.0,1.0,Dalvin Cook
2018.0,Team(Pinkiest Pinksters),50.0,5.0,2.0,Royce Freeman
2018.0,Team(Money Ball),51.0,5.0,3.0,Joe Mixon
2018.0,Team(The Blue Knights),52.0,5.0,4.0,Lamar Miller
2018.0,Team(Orange Eagles),53.0,5.0,5.0,Sony Michel
2018.0,Team(Mickey Town),54.0,5.0,6.0,Marvin Jones Jr.
2018.0,Team(L.A. Wheat Thins),55.0,5.0,7.0,Kenyan Drake
2018.0,Team(Tittsburgh Feelers),56.0,5.0,8.0,Amari Cooper
2018.0,Team(Rigger _),57.0,5.0,9.0,O.J. Howard
2018.0,Team(Northwest Yeshiva),58.0,5.0,10.0,Jay Ajayi
2018.0,Team(Texas Longhorns),59.0,5.0,11.0,Sammy Watkins
2018.0,Team(Babanusa Battle Turtles),60.0,5.0,12.0,Julian Edelman
2018.0,Team(Babanusa Battle Turtles),61.0,6.0,1.0,Travis Kelce
2018.0,Team(Texas Longhorns),62.0,6.0,2.0,Cooper Kupp
2018.0,Team(Northwest Yeshiva),63.0,6.0,3.0,Devin Funchess
2018.0,Team(Rigger _),64.0,6.0,4.0,Matthew Stafford
2018.0,Team(Tittsburgh Feelers),65.0,6.0,5.0,Golden Tate
2018.0,Team(L.A. Wheat Thins),66.0,6.0,6.0,Ben Roethlisberger
2018.0,Team(Mickey Town),67.0,6.0,7.0,Cam Newton
2018.0,Team(Orange Eagles),68.0,6.0,8.0,Jarvis Landry
2018.0,Team(The Blue Knights),69.0,6.0,9.0,Drew Brees
2018.0,Team(Money Ball),70.0,6.0,10.0,Allen Robinson
2018.0,Team(Pinkiest Pinksters),71.0,6.0,11.0,Alex Collins
2018.0,Team(California Golden Bears),72.0,6.0,12.0,Rashaad Penny
2018.0,Team(California Golden Bears),73.0,7.0,1.0,Jimmy Graham
2018.0,Team(Pinkiest Pinksters),74.0,7.0,2.0,Zach Ertz
2018.0,Team(Money Ball),75.0,7.0,3.0,Michael Crabtree
2018.0,Team(The Blue Knights),76.0,7.0,4.0,Rex Burkhead
2018.0,Team(Orange Eagles),77.0,7.0,5.0,DJ Moore
2018.0,Team(Mickey Town),78.0,7.0,6.0,Greg Olsen
2018.0,Team(L.A. Wheat Thins),79.0,7.0,7.0,Chris Hogan
2018.0,Team(Tittsburgh Feelers),80.0,7.0,8.0,Emmanuel Sanders
2018.0,Team(Rigger _),81.0,7.0,9.0,Delanie Walker
2018.0,Team(Northwest Yeshiva),82.0,7.0,10.0,Evan Engram
2018.0,Team(Texas Longhorns),83.0,7.0,11.0,David Njoku
2018.0,Team(Babanusa Battle Turtles),84.0,7.0,12.0,Tevin Coleman
2018.0,Team(Babanusa Battle Turtles),85.0,8.0,1.0,Robby Anderson
2018.0,Team(Texas Longhorns),86.0,8.0,2.0,Tyler Lockett
2018.0,Team(Northwest Yeshiva),87.0,8.0,3.0,Allen Hurns
2018.0,Team(Rigger _),88.0,8.0,4.0,Jaguars D/ST
2018.0,Team(Tittsburgh Feelers),89.0,8.0,5.0,Kirk Cousins
2018.0,Team(L.A. Wheat Thins),90.0,8.0,6.0,Sterling Shepard
2018.0,Team(Mickey Town),91.0,8.0,7.0,Randall Cobb
2018.0,Team(Orange Eagles),92.0,8.0,8.0,Marquise Goodwin
2018.0,Team(The Blue Knights),93.0,8.0,9.0,Jordan Reed
